Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese			
Text.Item.RobotOfficerOutfit	Guard Outfit	Wärter-Kleidung	Tenue de gardien	Uniforme de guardia	Форма охранника	Vestiti da guardia	守卫服装	看守の服			
Text.Item.POWOutfit	Inmate Outfit	Häftlingskleidung	Tenue de détenu	Uniforme de preso	Одежда заключ.	Vestiti da detenuto	囚犯服装	囚人服			
Text.EquipmentStat.DamageReduction.Unassigned	N /A	N/A	S/O	N/D	Н/Д	N/A	无	なし			
Text.EquipmentStat.DamageReduction.Low	Low	Niedrig	Faible	Bajo	Низк.	Bassa	低	低			
Text.EquipmentStat.DamageReduction.Medium	Medium	Mittel	Moyenne	Medio	Средн.	Media	中	中			
Text.EquipmentStat.DamageReduction.High	High	Hoch	Élevée	Alto	Высок.	Alta	高	高			
Text.Item.TubeOfArtPaintsB	Tube of Art Paints	Tube Künstlerfarbe	Tube de peinture	Tubo de pinturas	Тюбик краски	Tubetto di pittura	美术颜料管	絵の具			
Text.EquipmentStat.Damage.Highest	Highest	Max.	Max.	Max.	Максимум	Max.	最高	最強			
Text.Item.RedKeyCardCopy	Red Key Card Mould	Schlüsselkarten-Form (rot)	Moule de carte magnétique rouge	Molde de tarjeta roja	Слепок кр. ключ-карты	Stampo chiave elettronica rossa	红色	キーカードの型（赤）			
Text.Item.PurpleKeyCardCopy	Purple Key Card Mould	Schlüsselkarten-Form (lila)	Moule de carte magnétique violette	Molde de tarjeta lila	Слепок фиол. ключ-карты	Stampo chiave elettronica viola	红色门卡模具	キーカードの型（紫）			
Text.Item.YellowKeyCardCopy	Yellow Key Card Mould	Schlüsselkarten-Form (gelb)	Moule de carte magnétique jaune	Molde de tarjeta amarilla	Слепок желтой ключ-карты	Stampo chiave elettronica gialla	紫色门卡模具	キーカードの型（黄）			
Text.Item.CyanKeyCardCopy	Cyan Key Card Mould	Schlüsselkarten-Form (türkis)	Moule de carte magnétique cyan	Molde de tarjeta cian	Слепок бирюз. ключ-карты	Stampo chiave elettronica azzurra	黄色门卡模具	キーカードの型（水色）			
Text.Item.GreenKeyCardCopy	Green Key Card Mould	Schlüsselkarten-Form (grün)	Moule de carte magnétique verte	Molde de tarjeta verde	Слепок зелен. ключ-карты	Stampo chiave elettronica verde	青色门卡模具	キーカードの型（緑）			
											
											
											
											
											
END											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
